6aca3cdbca6dc32ea97dad7d126702f3a5fda67b22b18df323d7941504d480f9,2682590594,1
6d207ee7e163a3dca25422415fc5ff291c4e7aa3d1ec9d67a97ae19c603b968b,2682590597,2
8eacb5061dd5cd8b360bd23c74a436bee48f305d62f149183f80c713e4f28258,2682590602,1
c5ebccd23343eaa0c6ac9044269e0ff3275596670da8ecc432b686ab05fbd954,2682590605,1
8744e8d37a3854495caf9401c7c913b8d4158fa76b7269897d14222f2b9461fe,2682590610,1
5df640280bba0d205133c9c2f4ed8cf399c373c3ab4fc7fce8e87a9d6256b007,2682590645,1
3cdbdb187ed9607ffa397d28cb7d801c6a52cad79ec095ad59500c75784d3b05,2682590651,1
3ee6654037743845cecc47aa7f8f4caa59a37793135998ec923cf73710a0cf7a,2682590647,1
3ec2526b4cacebe80c20677a9db3131f3ebe9c3317c0430c7b7bbdf664fc8db3,2682590658,1
839a9c40e5adba9a52f5a8a9d8d83dae4843d8ce78a015871bd0cbdb29a08305,2682590661,1
b40e18daa839a7f2dbe4be1de984ebcbbf00fe3a137eb9314258a00a6e0a2792,2682590664,1
0590fd24be29645362c0eb0d70728c521844a7af82b0a509431c1045e2044fe4,2682590667,1
64c92ba109b49d5e606be92ee514875ca3101db168137bfbd040cfe8a9a02d8c,2682590670,1
9f2db50cadab220d7b6addd6cc7b0cfb23a7aa636c9502671d867651750727f6,2682590675,1
afa5c4796e426a95e5d11faa0a6e0d25b25137c598335c10cf23580f8bcd474e,2682590677,1
1043c7b72423ac8b806445fdf88f27d02451fee945001a0d06dd9346a613d93d,2682590681,1
75916e3dd9275b95926517d790319ae26c51feee99930608e00fa08047d74041,2682590682,1
a10a7db3eb5724389626e6827da8388e0b4a6e8e3b37916abfdd4475fd51ec16,2589738588,2
98f08b48038dad945b7069e813aed52c7befa84d654795195d793e17d399f21c,2682590707,1
f7f0966ab1f00b68d978d71dc841d6c21df26ff29bf684d89192823a0ec2280d,2659855385,2
dd6de179a1f6b54efb6584e897fd5343c0e0ff17d4006e3668cae9507167a558,2659855387,2
ef7a32396caf95acd83f78919a338cf14fc965c82db4a08230c9318848f171bb,2682590708,1
831d8694e153a9c05292d704a9f09561f223642d054bfe3e9f824c7fc59fa491,2682590709,1
39aed2ed787e5ab525562c3f18b79463e9b4d3baf61777e1be96827ef396e91a,2659855405,2
296527385023c36de415b01cce1d0bfb143150d3d9167d3eda24b7ad5b3bef35,2682590710,1
187309110fe3ec114c5212e73a1c751e31c000858035844a7c8ca0a945a0bbf8,2682590711,1
fd4d9d732e7a4af52746ebabe6bb16941ee71ae3e919131af700cf4e1228a16a,2610399685,2
4352380f92ce7f9a4a4a23306b992bed10055dbfffe90987cc72083e583fc280,1578777490,11
2e6e60371b7768e59507c0c41805e1d7da1958fa6e2df10370a403cd447c6e7c,2659855397,2
427de4e8e6a163efa8485c0bfdb78076d08b94460431bc6cd78d52c637454711,2682590712,1
627ccb92ee54071219ed35f0cc7412ae88104475dcb1422056652580a3fdb11b,2682590713,1
71966c6d499ac011aa9ed4bb1521f3ea3fac59244ffa31690d47aaf04c64677b,2682590714,1
379b0c6a3cfcd244f162af42742d840ff0acae115735c25791f58d4e52f016a7,2682590715,1
ac762de135a15aaaa84d65f4725692ceec69bfda85bc84c19cc4c13278af6c2b,2659855399,2
a3e1d435c4d2a97e404fc54cf35b105cc3da235b5d0f8d17f4472b686749a5d8,2682590716,1
1d8d96bc0a29fc9d28f3b78856a4333a6e55c002e217f4f144df35e66dddd18d,2682590717,1
eea4c83b7ba7b9c7e2e0843e8d7f4593760cbc14281c9266632770111822b8f9,2659855401,9
b79781efede37903be212fcdf63955e41c8649e678b6b83adf824459d240a188,2269098219,7
803d3ad7d03fc64003047d73653e99dec04fdf3bb6522cc75a03a0170aac3e68,2682590718,1
502e9680cfa78fa8be779cbf4f1947c8eaa3d43bf8c7464800ec772b2ddea358,2134237526,21
ef999998474e3d93baf7f91ea596a371457d05b9246382b631ecbfe1f1693aa8,2659855406,2
4a1cf5d33427804b844443e4a09e91679021379a99ca76b2b9633cecb66b99ea,2682590719,1
15e8f49f32b2f58a7370293b2fd322f85a7f4a6d4a4986b6bda8f628706e136c,2682590720,1
b251da62d30914615d8cc2c70078a79cf136b4e786d6b0d2200686b20839affd,2682590721,1
425931c24417864d11df067e85088b6f5963599a2272c61180c0a79e7bd7cca1,2682590727,1
